,Unnamed: 0,ID,Season,Fixture,MatchDay,Date,Time,Home Team,Away Team,Refree,Yellow Home,Yellow Away,2nd Yellow Home,2nd Yellow Away,Red Home,Red Away,Half Time Result,Full Time Result,Home Goals,Away Goals,Winner
129,129,129,2010,Enppi Club x Ismaily SC,17,"Tue, Apr 19, 2011",5:30 PM,Enppi Club,Ismaily SC,Mahmoud Ashour,1,2,0,1,0,0,0:0 ,0:0,0,0,Draw
130,130,130,2010,Harras El Hodoud x Smouha SC,17,"Tue, Apr 19, 2011",5:30 PM,Harras El Hodoud,Smouha SC,Mohamed Dallas,1,0,0,0,0,0,1:0 ,1:0,1,0,Home
131,131,131,2010,Masry Port Said x El Gouna FC,17,"Tue, Apr 19, 2011",5:30 PM,Masry Port Said,El Gouna FC,Samir Osman,2,2,0,0,0,0,0:0 ,1:1,1,1,Draw
132,132,132,2010,Wadi Degla FC x Masr El Makasa,17,"Tue, Apr 19, 2011",8:00 PM,Wadi Degla FC,Masr El Makasa,Gehad Grisha,2,0,0,0,0,0,1:0 ,1:1,1,1,Draw
133,133,133,2010,Petrojet x Zamalek SC,17,"Wed, Apr 20, 2011",5:30 PM,Petrojet,Zamalek SC,Mohamed Abbas,3,2,0,0,0,0,0:0 ,1:2,1,2,Away
134,134,134,2010,Ittehad Alexandria x El Shorta,17,"Wed, Apr 20, 2011",5:30 PM,Ittehad Alexandria,El Shorta,Mohamed Farouk,1,5,0,0,0,0,0:0 ,0:0,0,0,Draw
135,135,135,2010,Entag El Harby x Arab Contractors SC,17,"Wed, Apr 20, 2011",8:00 PM,Entag El Harby,Arab Contractors SC,Medhat Abdelaziz,2,2,0,0,0,0,1:0 ,1:1,1,1,Draw
136,136,136,2010,El Gouna FC x Ismaily SC,18,"Mon, Apr 25, 2011",3:30 PM,El Gouna FC,Ismaily SC,Fahim Omar,2,2,1,0,0,1,0:1 ,2:3,2,3,Away
137,137,137,2010,Tala'ea El Gaish x Ittehad Alexandria,18,"Mon, Apr 25, 2011",5:30 PM,Tala'ea El Gaish,Ittehad Alexandria,Raouf El Houshy,4,1,0,0,0,0,1:1 ,3:1,3,1,Home
138,138,138,2010,Masr El Makasa x Entag El Harby,18,"Tue, Apr 26, 2011",5:30 PM,Masr El Makasa,Entag El Harby,Yasser El Gizawy,2,2,0,0,0,0,0:0 ,0:0,0,0,Draw
139,139,139,2010,Smouha SC x Petrojet,18,"Tue, Apr 26, 2011",5:30 PM,Smouha SC,Petrojet,Sherif Rashwan,1,0,0,0,0,0,0:0 ,0:1,0,1,Away
140,140,140,2010,Zamalek SC x Enppi Club,18,"Tue, Apr 26, 2011",6:00 PM,Zamalek SC,Enppi Club,Mohamed Abdelkader,2,1,0,0,0,0,0:0 ,0:0,0,0,Draw
141,141,141,2010,El Shorta x Wadi Degla FC,18,"Tue, Apr 26, 2011",8:00 PM,El Shorta,Wadi Degla FC,Samir Osman,0,0,0,0,0,0,0:0 ,1:0,1,0,Home
142,142,142,2010,Arab Contractors SC x Harras El Hodoud,18,"Thu, Apr 28, 2011",5:00 PM,Arab Contractors SC,Harras El Hodoud,Medhat El Houfy,1,2,0,0,0,0,0:0 ,0:1,0,1,Away
143,143,143,2010,Masry Port Said x El Ahly Cairo,18,"Fri, Apr 29, 2011",6:00 PM,Masry Port Said,El Ahly Cairo,Mohamed Farouk,0,2,0,0,0,1,0:0 ,0:0,0,0,Draw
144,144,144,2010,Ismaily SC x Zamalek SC,19,"Mon, May 2, 2011",6:00 PM,Ismaily SC,Zamalek SC,Gehad Grisha,3,1,0,0,0,0,0:0 ,0:0,0,0,Draw
145,145,145,2010,Petrojet x Arab Contractors SC,19,"Mon, May 2, 2011",6:00 PM,Petrojet,Arab Contractors SC,Yasser Abdelraouf,3,2,0,0,0,0,1:2 ,1:3,1,3,Away
146,146,146,2010,Wadi Degla FC x Tala'ea El Gaish,19,"Mon, May 2, 2011",6:00 PM,Wadi Degla FC,Tala'ea El Gaish,Mahmoud Ashour,3,1,0,0,0,0,1:0 ,2:0,2,0,Home
147,147,147,2010,Harras El Hodoud x Masr El Makasa,19,"Mon, May 2, 2011",6:00 PM,Harras El Hodoud,Masr El Makasa,Samir Osman,0,3,0,0,1,0,0:1 ,0:1,0,1,Away
148,148,148,2010,Entag El Harby x El Shorta,19,"Mon, May 2, 2011",8:30 PM,Entag El Harby,El Shorta,Said Abdelghafar,3,2,0,0,0,0,2:2 ,2:3,2,3,Away
149,149,149,2010,Enppi Club x Smouha SC,19,"Tue, May 3, 2011",5:00 PM,Enppi Club,Smouha SC,tbc,3,3,0,0,0,0,0:0 ,1:1,1,1,Draw
150,150,150,2010,Ittehad Alexandria x Masry Port Said,19,"Tue, May 3, 2011",5:00 PM,Ittehad Alexandria,Masry Port Said,Medhat Abdelaziz,2,2,0,0,0,0,1:1 ,3:1,3,1,Home
151,151,151,2010,El Ahly Cairo x El Gouna FC,19,"Tue, May 3, 2011",7:00 PM,El Ahly Cairo,El Gouna FC,Mohamed Abbas,5,5,0,0,0,1,1:0 ,1:0,1,0,Home
152,152,152,2010,Masry Port Said x Wadi Degla FC,20,"Mon, May 9, 2011",6:00 PM,Masry Port Said,Wadi Degla FC,Yasser Abdelraouf,0,1,0,0,0,0,2:0 ,2:0,2,0,Home
153,153,153,2010,Tala'ea El Gaish x Entag El Harby,20,"Mon, May 9, 2011",8:30 PM,Tala'ea El Gaish,Entag El Harby,tbc,2,4,0,0,0,0,0:0 ,0:0,0,0,Draw
154,154,154,2010,El Gouna FC x Zamalek SC,20,"Tue, May 10, 2011",4:00 PM,El Gouna FC,Zamalek SC,Fredrick Kayindi-Ngobi,3,1,0,0,0,0,0:0 ,2:1,2,1,Home
155,155,155,2010,Masr El Makasa x Petrojet,20,"Tue, May 10, 2011",6:00 PM,Masr El Makasa,Petrojet,Fahim Omar,1,3,0,0,0,0,1:0 ,3:1,3,1,Home
156,156,156,2010,Smouha SC x Ismaily SC,20,"Tue, May 10, 2011",6:00 PM,Smouha SC,Ismaily SC,Mohamed Qoudb,1,3,0,0,0,0,0:1 ,2:4,2,4,Away
157,157,157,2010,Arab Contractors SC x Enppi Club,20,"Tue, May 10, 2011",8:35 PM,Arab Contractors SC,Enppi Club,Yasser Mahmoud,0,2,0,0,0,0,1:1 ,1:2,1,2,Away
158,158,158,2010,El Shorta x Harras El Hodoud,20,"Thu, May 12, 2011",6:00 PM,El Shorta,Harras El Hodoud,Ahmed El Adawi,3,3,0,0,0,0,1:0 ,1:0,1,0,Home
159,159,159,2010,El Ahly Cairo x Ittehad Alexandria,20,"Thu, May 12, 2011",8:30 PM,El Ahly Cairo,Ittehad Alexandria,Gehad Grisha,3,3,1,0,0,0,0:0 ,1:0,1,0,Home
160,160,160,2010,Enppi Club x Masr El Makasa,21,"Sun, May 15, 2011",6:00 PM,Enppi Club,Masr El Makasa,Adel Aakl,2,4,0,0,0,0,1:0 ,1:1,1,1,Draw
161,161,161,2010,Entag El Harby x Masry Port Said,21,"Sun, May 15, 2011",6:00 PM,Entag El Harby,Masry Port Said,Tawfik El Sayed,2,1,0,0,0,0,0:0 ,0:0,0,0,Draw
162,162,162,2010,Ismaily SC x Arab Contractors SC,21,"Sun, May 15, 2011",6:00 PM,Ismaily SC,Arab Contractors SC,Mohamed Farouk,1,2,0,0,0,0,0:1 ,0:1,0,1,Away
163,163,163,2010,Zamalek SC x Smouha SC,21,"Sun, May 15, 2011",8:30 PM,Zamalek SC,Smouha SC,Raouf El Houshy,0,3,0,0,0,0,0:0 ,3:0,3,0,Home
164,164,164,2010,Harras El Hodoud x Tala'ea El Gaish,21,"Mon, May 16, 2011",6:00 PM,Harras El Hodoud,Tala'ea El Gaish,Sherif Rashwan,1,1,0,0,0,0,0:0 ,1:1,1,1,Draw
165,165,165,2010,Ittehad Alexandria x El Gouna FC,21,"Mon, May 16, 2011",6:00 PM,Ittehad Alexandria,El Gouna FC,Tamás Bognár,1,3,0,0,0,0,0:0 ,0:0,0,0,Draw
166,166,166,2010,Wadi Degla FC x El Ahly Cairo,21,"Mon, May 16, 2011",8:30 PM,Wadi Degla FC,El Ahly Cairo,Mihály Fábián,0,0,0,0,1,0,1:2 ,1:2,1,2,Away
167,167,167,2010,Petrojet x El Shorta,21,"Wed, Jun 15, 2011",6:00 PM,Petrojet,El Shorta,Mohamed Farouk,2,1,0,0,0,0,0:0 ,0:0,0,0,Draw
168,168,168,2010,El Shorta x Enppi Club,22,"Fri, May 20, 2011",6:00 PM,El Shorta,Enppi Club,Kamel Mohamed Kamel,4,4,0,0,0,0,0:0 ,0:1,0,1,Away
169,169,169,2010,Masry Port Said x Harras El Hodoud,22,"Fri, May 20, 2011",6:00 PM,Masry Port Said,Harras El Hodoud,Mahmoud Ashour,0,2,0,0,0,0,0:0 ,1:0,1,0,Home
170,170,170,2010,El Ahly Cairo x Entag El Harby,22,"Fri, May 20, 2011",8:30 PM,El Ahly Cairo,Entag El Harby,Mohamed Abdelkader,1,1,0,0,0,0,1:1 ,2:2,2,2,Draw
171,171,171,2010,El Gouna FC x Smouha SC,22,"Sat, May 21, 2011",4:00 PM,El Gouna FC,Smouha SC,Yasser Abdelraouf,2,1,0,0,0,0,1:0 ,1:0,1,0,Home
172,172,172,2010,Tala'ea El Gaish x Petrojet,22,"Sat, May 21, 2011",6:00 PM,Tala'ea El Gaish,Petrojet,Tarek Samy,3,2,0,0,0,0,1:0 ,1:0,1,0,Home
173,173,173,2010,Arab Contractors SC x Zamalek SC,22,"Sat, May 21, 2011",8:30 PM,Arab Contractors SC,Zamalek SC,Medhat Abdelaziz,4,3,1,0,0,0,0:1 ,2:3,2,3,Away
174,174,174,2010,Masr El Makasa x Ismaily SC,22,"Sun, May 22, 2011",6:00 PM,Masr El Makasa,Ismaily SC,Medhat El Houfy,2,4,0,0,0,0,0:0 ,0:0,0,0,Draw
175,175,175,2010,Ittehad Alexandria x Wadi Degla FC,22,"Wed, Jun 15, 2011",6:00 PM,Ittehad Alexandria,Wadi Degla FC,Bernhard Brugger,1,3,0,0,0,0,1:1 ,0:2,0,2,Away
176,176,176,2010,Harras El Hodoud x El Ahly Cairo,23,"Wed, May 25, 2011",6:00 PM,Harras El Hodoud,El Ahly Cairo,Fahim Omar,3,5,1,0,0,0,0:1 ,0:3,0,3,Away
177,177,177,2010,Petrojet x Masry Port Said,23,"Wed, May 25, 2011",6:00 PM,Petrojet,Masry Port Said,Mohamed Dallas,1,2,0,0,0,0,0:1 ,0:1,0,1,Away
178,178,178,2010,Entag El Harby x Ittehad Alexandria,23,"Wed, May 25, 2011",6:00 PM,Entag El Harby,Ittehad Alexandria,Mahmoud Ashour,2,1,0,0,0,0,2:1 ,2:1,2,1,Home
179,179,179,2010,Enppi Club x Tala'ea El Gaish,23,"Wed, May 25, 2011",8:30 PM,Enppi Club,Tala'ea El Gaish,Sameh Farouk,5,1,1,0,0,0,1:0 ,1:0,1,0,Home
180,180,180,2010,Wadi Degla FC x El Gouna FC,23,"Thu, May 26, 2011",6:00 PM,Wadi Degla FC,El Gouna FC,Mohamed Abbas,1,2,0,0,0,0,0:1 ,3:1,3,1,Home
181,181,181,2010,Ismaily SC x El Shorta,23,"Thu, May 26, 2011",6:00 PM,Ismaily SC,El Shorta,Tawfik El Sayed,1,1,0,0,0,0,1:0 ,4:1,4,1,Home
182,182,182,2010,Smouha SC x Arab Contractors SC,23,"Thu, May 26, 2011",6:00 PM,Smouha SC,Arab Contractors SC,Gehad Grisha,2,1,0,0,0,0,0:2 ,0:2,0,2,Away
183,183,183,2010,Zamalek SC x Masr El Makasa,23,"Thu, May 26, 2011",8:30 PM,Zamalek SC,Masr El Makasa,Yasser Mahmoud,1,3,0,0,0,1,0:0 ,0:1,0,1,Away
184,184,184,2010,Masr El Makasa x Smouha SC,24,"Wed, Jun 8, 2011",6:00 PM,Masr El Makasa,Smouha SC,Mohamed Farouk,1,2,0,0,0,0,2:0 ,2:0,2,0,Home
185,185,185,2010,Wadi Degla FC x Entag El Harby,24,"Wed, Jun 8, 2011",8:30 PM,Wadi Degla FC,Entag El Harby,Gehad Grisha,2,1,0,0,0,0,0:0 ,0:0,0,0,Draw
186,186,186,2010,El Gouna FC x Arab Contractors SC,24,"Thu, Jun 9, 2011",4:00 PM,El Gouna FC,Arab Contractors SC,Mahmoud Ashour,1,0,0,0,0,0,1:0 ,2:1,2,1,Home
187,187,187,2010,Masry Port Said x Enppi Club,24,"Thu, Jun 9, 2011",6:00 PM,Masry Port Said,Enppi Club,Mohamed Abbas,2,3,0,0,0,0,0:0 ,1:0,1,0,Home
188,188,188,2010,El Shorta x Zamalek SC,24,"Thu, Jun 9, 2011",8:30 PM,El Shorta,Zamalek SC,Mohamed Said Kordi,2,3,0,0,0,0,1:0 ,1:3,1,3,Away
189,189,189,2010,Tala'ea El Gaish x Ismaily SC,24,"Fri, Jun 10, 2011",6:00 PM,Tala'ea El Gaish,Ismaily SC,Fahim Omar,1,2,0,1,0,0,0:0 ,1:0,1,0,Home
190,190,190,2010,Ittehad Alexandria x Harras El Hodoud,24,"Fri, Jun 10, 2011",6:00 PM,Ittehad Alexandria,Harras El Hodoud,Yasser Abdelraouf,1,0,0,0,0,0,1:1 ,2:1,2,1,Home
191,191,191,2010,El Ahly Cairo x Petrojet,24,"Fri, Jun 10, 2011",8:30 PM,El Ahly Cairo,Petrojet,Meree Al-Awagi,2,2,1,0,0,0,1:0 ,2:0,2,0,Home
192,192,192,2010,Petrojet x Ittehad Alexandria,25,"Mon, Jun 20, 2011",6:00 PM,Petrojet,Ittehad Alexandria,Fahim Omar,4,1,0,0,0,0,0:0 ,1:1,1,1,Draw
193,193,193,2010,Entag El Harby x El Gouna FC,25,"Mon, Jun 20, 2011",6:00 PM,Entag El Harby,El Gouna FC,Raouf El Houshy,3,2,0,0,0,0,0:0 ,1:0,1,0,Home
194,194,194,2010,Smouha SC x El Shorta,25,"Mon, Jun 20, 2011",6:00 PM,Smouha SC,El Shorta,Mohamed Dallas,2,2,0,0,0,0,0:1 ,1:1,1,1,Draw
195,195,195,2010,Arab Contractors SC x Masr El Makasa,25,"Mon, Jun 20, 2011",6:00 PM,Arab Contractors SC,Masr El Makasa,Said Abdelghafar,3,4,0,0,0,0,0:2 ,0:2,0,2,Away
196,196,196,2010,Zamalek SC x Tala'ea El Gaish,25,"Mon, Jun 20, 2011",8:30 PM,Zamalek SC,Tala'ea El Gaish,Mohamed Farouk,2,4,0,0,0,0,0:0 ,0:0,0,0,Draw
197,197,197,2010,Wadi Degla FC x Harras El Hodoud,25,"Tue, Jun 21, 2011",6:00 PM,Wadi Degla FC,Harras El Hodoud,Mahmoud Ashour,2,1,0,0,0,0,0:1 ,0:5,0,5,Away
198,198,198,2010,Ismaily SC x Masry Port Said,25,"Tue, Jun 21, 2011",6:00 PM,Ismaily SC,Masry Port Said,Sherif Rashwan,0,1,0,0,0,0,0:0 ,0:0,0,0,Draw
199,199,199,2010,Enppi Club x El Ahly Cairo,25,"Tue, Jun 21, 2011",8:30 PM,Enppi Club,El Ahly Cairo,Yasser Abdelraouf,4,2,0,0,0,0,1:0 ,1:2,1,2,Away
200,200,200,2010,El Gouna FC x Masr El Makasa,26,"Fri, Jun 24, 2011",4:00 PM,El Gouna FC,Masr El Makasa,Mohamed Abdelkader,4,2,0,0,1,1,2:2 ,2:2,2,2,Draw
201,201,201,2010,Tala'ea El Gaish x Smouha SC,26,"Fri, Jun 24, 2011",6:00 PM,Tala'ea El Gaish,Smouha SC,Mohamed Abbas,3,2,0,0,0,0,0:1 ,0:1,0,1,Away
202,202,202,2010,El Shorta x Arab Contractors SC,26,"Fri, Jun 24, 2011",8:30 PM,El Shorta,Arab Contractors SC,Samir Osman,1,0,0,0,0,0,1:0 ,2:0,2,0,Home
203,203,203,2010,Masry Port Said x Zamalek SC,26,"Sat, Jun 25, 2011",6:00 PM,Masry Port Said,Zamalek SC,Gehad Grisha,5,2,0,0,0,0,1:0 ,2:0,2,0,Home
204,204,204,2010,Wadi Degla FC x Petrojet,26,"Sat, Jun 25, 2011",6:00 PM,Wadi Degla FC,Petrojet,Tawfik El Sayed,3,1,0,0,0,0,3:1 ,4:2,4,2,Home
205,205,205,2010,Entag El Harby x Harras El Hodoud,26,"Sat, Jun 25, 2011",6:00 PM,Entag El Harby,Harras El Hodoud,Medhat El Houfy,5,2,1,0,1,0,1:0 ,1:4,1,4,Away
206,206,206,2010,Ittehad Alexandria x Enppi Club,26,"Sat, Jun 25, 2011",6:00 PM,Ittehad Alexandria,Enppi Club,Mohamed Qoudb,2,2,0,0,0,0,0:0 ,1:0,1,0,Home
207,207,207,2010,El Ahly Cairo x Ismaily SC,26,"Sat, Jun 25, 2011",8:30 PM,El Ahly Cairo,Ismaily SC,Luc Wouters,1,1,0,0,0,1,1:0 ,2:1,2,1,Home
208,208,208,2010,Masr El Makasa x El Shorta,27,"Tue, Jun 28, 2011",6:00 PM,Masr El Makasa,El Shorta,Mahmoud Ashour,2,4,0,1,1,0,1:0 ,1:1,1,1,Draw
209,209,209,2010,Arab Contractors SC x Tala'ea El Gaish,27,"Tue, Jun 28, 2011",8:30 PM,Arab Contractors SC,Tala'ea El Gaish,Gehad Grisha,3,3,1,0,0,0,0:0 ,0:0,0,0,Draw
210,210,210,2010,Smouha SC x Masry Port Said,27,"Wed, Jun 29, 2011",6:00 PM,Smouha SC,Masry Port Said,Yasser Abdelraouf,2,1,0,0,0,0,1:0 ,2:1,2,1,Home
211,211,211,2010,Ismaily SC x Ittehad Alexandria,27,"Wed, Jun 29, 2011",6:00 PM,Ismaily SC,Ittehad Alexandria,Samir Osman,1,0,0,0,0,0,0:0 ,2:0,2,0,Home
212,212,212,2010,Harras El Hodoud x El Gouna FC,27,"Wed, Jun 29, 2011",6:00 PM,Harras El Hodoud,El Gouna FC,Yasser El Gizawy,2,1,0,0,0,0,1:1 ,3:1,3,1,Home
213,213,213,2010,Enppi Club x Wadi Degla FC,27,"Wed, Jun 29, 2011",6:00 PM,Enppi Club,Wadi Degla FC,Sherif Rashwan,1,1,0,0,0,0,2:0 ,3:1,3,1,Home
214,214,214,2010,Petrojet x Entag El Harby,27,"Wed, Jun 29, 2011",6:00 PM,Petrojet,Entag El Harby,Hesham Abdelhamid,2,2,0,0,0,0,0:0 ,1:0,1,0,Home
215,215,215,2010,Zamalek SC x El Ahly Cairo,27,"Wed, Jun 29, 2011",8:30 PM,Zamalek SC,El Ahly Cairo,Kevin Blom,2,3,0,0,0,1,2:1 ,2:2,2,2,Draw
216,216,216,2010,El Ahly Cairo x Smouha SC,28,"Sun, Jul 3, 2011",4:30 PM,El Ahly Cairo,Smouha SC,Samir Osman,1,4,0,0,0,0,0:0 ,2:2,2,2,Draw
217,217,217,2010,Ittehad Alexandria x Zamalek SC,28,"Sun, Jul 3, 2011",4:30 PM,Ittehad Alexandria,Zamalek SC,Fahim Omar,1,4,0,1,0,0,0:1 ,1:1,1,1,Draw
218,218,218,2010,Harras El Hodoud x Petrojet,28,"Sun, Jul 3, 2011",4:30 PM,Harras El Hodoud,Petrojet,Raouf El Houshy,1,1,0,0,0,0,2:1 ,3:1,3,1,Home
219,219,219,2010,Tala'ea El Gaish x Masr El Makasa,28,"Sun, Jul 3, 2011",4:30 PM,Tala'ea El Gaish,Masr El Makasa,tbc,0,0,0,0,0,0,0:0 ,0:0,0,0,Draw
220,220,220,2010,Wadi Degla FC x Ismaily SC,28,"Sun, Jul 3, 2011",4:30 PM,Wadi Degla FC,Ismaily SC,Hamdi Shaaban,0,0,0,0,0,1,0:1 ,2:1,2,1,Home
221,221,221,2010,El Gouna FC x El Shorta,28,"Sun, Jul 3, 2011",4:30 PM,El Gouna FC,El Shorta,El Gouna Ground,0,0,0,0,0,0,0:0 ,0:0,0,0,Draw
222,222,222,2010,Entag El Harby x Enppi Club,28,"Sun, Jul 3, 2011",4:30 PM,Entag El Harby,Enppi Club,tbc,1,2,0,0,0,0,0:0 ,0:0,0,0,Draw
223,223,223,2010,Masry Port Said x Arab Contractors SC,28,"Sun, Jul 3, 2011",4:35 PM,Masry Port Said,Arab Contractors SC,Mohamed Abbas,2,1,0,0,0,0,0:0 ,0:0,0,0,Draw
224,224,224,2010,El Gouna FC x Petrojet,29,"Thu, Jul 7, 2011",4:30 PM,El Gouna FC,Petrojet,Sayed Shalaby,3,5,1,1,0,0,1:0 ,1:0,1,0,Home
225,225,225,2010,El Shorta x Tala'ea El Gaish,29,"Thu, Jul 7, 2011",6:00 PM,El Shorta,Tala'ea El Gaish,Ibrahim Nour Eldin,1,1,0,0,0,0,0:0 ,2:0,2,0,Home
226,226,226,2010,Smouha SC x Ittehad Alexandria,29,"Thu, Jul 7, 2011",6:00 PM,Smouha SC,Ittehad Alexandria,Mohamed Farouk,2,1,0,0,0,0,1:2 ,2:4,2,4,Away
227,227,227,2010,Masr El Makasa x Masry Port Said,29,"Thu, Jul 7, 2011",6:00 PM,Masr El Makasa,Masry Port Said,Samir Osman,0,2,0,0,0,0,0:1 ,1:1,1,1,Draw
228,228,228,2010,Ismaily SC x Entag El Harby,29,"Thu, Jul 7, 2011",6:00 PM,Ismaily SC,Entag El Harby,Mohamed Abdelkader,0,1,0,0,0,0,2:0 ,5:0,5,0,Home
229,229,229,2010,Enppi Club x Harras El Hodoud,29,"Thu, Jul 7, 2011",6:00 PM,Enppi Club,Harras El Hodoud,Ahmed El Adawi,4,2,1,0,0,0,2:0 ,2:1,2,1,Home
230,230,230,2010,Zamalek SC x Wadi Degla FC,29,"Thu, Jul 7, 2011",8:30 PM,Zamalek SC,Wadi Degla FC,Gehad Grisha,2,3,0,1,0,0,0:0 ,1:1,1,1,Draw
231,231,231,2010,Arab Contractors SC x El Ahly Cairo,29,"Thu, Jul 7, 2011",8:30 PM,Arab Contractors SC,El Ahly Cairo,Yasser Abdelraouf,2,3,0,0,0,0,0:3 ,1:5,1,5,Away
232,232,232,2010,Harras El Hodoud x Ismaily SC,30,"Sun, Jul 10, 2011",6:00 PM,Harras El Hodoud,Ismaily SC,Mohamed Hanafy,1,1,0,0,0,0,1:0 ,2:0,2,0,Home
233,233,233,2010,Ittehad Alexandria x Arab Contractors SC,30,"Sun, Jul 10, 2011",6:00 PM,Ittehad Alexandria,Arab Contractors SC,tbc,0,0,0,0,0,0,2:0 ,3:2,3,2,Home
234,234,234,2010,Tala'ea El Gaish x El Gouna FC,30,"Sun, Jul 10, 2011",6:00 PM,Tala'ea El Gaish,El Gouna FC,tbc,2,2,0,0,0,0,0:0 ,2:1,2,1,Home
235,235,235,2010,Entag El Harby x Zamalek SC,30,"Sun, Jul 10, 2011",6:00 PM,Entag El Harby,Zamalek SC,Mohamed Abbas,1,2,0,0,0,0,1:2 ,1:3,1,3,Away
236,236,236,2010,Petrojet x Enppi Club,30,"Sun, Jul 10, 2011",6:00 PM,Petrojet,Enppi Club,tbc,7,3,0,0,0,0,1:1 ,1:1,1,1,Draw
237,237,237,2010,Masry Port Said x El Shorta,30,"Sun, Jul 10, 2011",6:00 PM,Masry Port Said,El Shorta,tbc,1,2,0,0,0,0,0:0 ,0:0,0,0,Draw
238,238,238,2010,El Ahly Cairo x Masr El Makasa,30,"Sun, Jul 10, 2011",8:30 PM,El Ahly Cairo,Masr El Makasa,tbc,1,2,0,0,0,0,0:0 ,2:2,2,2,Draw
239,239,239,2010,Wadi Degla FC x Smouha SC,30,"Mon, Jul 11, 2011",6:00 PM,Wadi Degla FC,Smouha SC,tbc,0,1,0,0,0,0,0:0 ,1:2,1,2,Away
0,0,240,2011,Masr El Makasa x Telefonat Beni Suef,1,"Fri, Oct 14, 2011",5:00 PM,Masr El Makasa,Telefonat Beni Suef,Tarek Samy,1,0,0,0,0,0,3:0 ,3:0,3,0,Home
1,1,241,2011,Entag El Harby x El Shorta,1,"Fri, Oct 14, 2011",5:00 PM,Entag El Harby,El Shorta,Mohamed Abbas,1,1,0,0,0,0,0:1 ,1:2,1,2,Away
2,2,242,2011,Ismaily SC x Petrojet,1,"Fri, Oct 14, 2011",5:00 PM,Ismaily SC,Petrojet,Sherif Rashwan,4,2,0,0,0,0,1:0 ,3:1,3,1,Home
3,3,243,2011,Tala'ea El Gaish x Arab Contractors SC,1,"Fri, Oct 14, 2011",5:00 PM,Tala'ea El Gaish,Arab Contractors SC,tbc,1,1,0,0,0,0,2:1 ,2:1,2,1,Home
4,4,244,2011,Ghazl Mahalla x Masry Port Said,1,"Fri, Oct 14, 2011",5:00 PM,Ghazl Mahalla,Masry Port Said,Mohamed Farouk,0,1,0,0,0,0,0:2 ,0:3,0,3,Away
5,5,245,2011,El Ahly Cairo x Harras El Hodoud,1,"Fri, Oct 14, 2011",7:30 PM,El Ahly Cairo,Harras El Hodoud,Gehad Grisha,2,3,0,0,0,0,0:0 ,1:0,1,0,Home
6,6,246,2011,Enppi Club x El Gouna FC,1,"Sat, Oct 15, 2011",5:00 PM,Enppi Club,El Gouna FC,Mahmoud Ashour,1,1,0,0,1,0,2:1 ,3:3,3,3,Draw
7,7,247,2011,El Dakhlia SC x Ittehad Alexandria,1,"Sat, Oct 15, 2011",5:00 PM,El Dakhlia SC,Ittehad Alexandria,Mohamed Qoudb,1,1,0,0,0,0,1:0 ,1:1,1,1,Draw
8,8,248,2011,Wadi Degla FC x Zamalek SC,1,"Sat, Jan 7, 2012",5:00 PM,Wadi Degla FC,Zamalek SC,Hamdi Shaaban,0,1,0,0,0,0,0:0 ,0:1,0,1,Away
9,9,249,2011,Harras El Hodoud x Masr El Makasa,2,"Tue, Oct 18, 2011",5:00 PM,Harras El Hodoud,Masr El Makasa,Yasser Abdelraouf,1,2,1,1,0,0,1:0 ,1:1,1,1,Draw
10,10,250,2011,Masry Port Said x Tala'ea El Gaish,2,"Tue, Oct 18, 2011",5:00 PM,Masry Port Said,Tala'ea El Gaish,Fahim Omar,1,1,0,1,0,0,0:0 ,1:1,1,1,Draw
11,11,251,2011,Petrojet x El Ahly Cairo,2,"Tue, Oct 18, 2011",5:00 PM,Petrojet,El Ahly Cairo,Samir Osman,0,0,0,0,0,0,1:2 ,2:2,2,2,Draw
12,12,252,2011,El Shorta x Smouha SC,2,"Tue, Oct 18, 2011",5:00 PM,El Shorta,Smouha SC,tbc,2,3,0,0,0,0,0:0 ,2:0,2,0,Home
13,13,253,2011,Arab Contractors SC x Entag El Harby,2,"Tue, Oct 18, 2011",7:30 PM,Arab Contractors SC,Entag El Harby,Ahmed El Adawi,1,3,0,0,0,0,0:0 ,0:0,0,0,Draw
14,14,254,2011,El Gouna FC x Ismaily SC,2,"Wed, Oct 19, 2011",2:30 PM,El Gouna FC,Ismaily SC,Raouf El Houshy,3,4,0,1,0,0,2:1 ,4:1,4,1,Home
15,15,255,2011,Telefonat Beni Suef x Wadi Degla FC,2,"Wed, Oct 19, 2011",2:30 PM,Telefonat Beni Suef,Wadi Degla FC,Yasser El Gizawy,2,3,0,0,0,0,0:1 ,1:2,1,2,Away
16,16,256,2011,Ittehad Alexandria x Enppi Club,2,"Wed, Oct 19, 2011",5:00 PM,Ittehad Alexandria,Enppi Club,Medhat Abdelaziz,0,3,0,0,0,0,1:0 ,3:0,3,0,Home
17,17,257,2011,Zamalek SC x Ghazl Mahalla,2,"Wed, Oct 19, 2011",7:30 PM,Zamalek SC,Ghazl Mahalla,Mohamed Abdelkader,1,2,0,0,0,0,4:1 ,6:1,6,1,Home
18,18,258,2011,Masr El Makasa x Petrojet,3,"Sun, Oct 23, 2011",5:00 PM,Masr El Makasa,Petrojet,Hesham Abdelhamid,1,2,0,0,0,0,1:0 ,2:3,2,3,Away
19,19,259,2011,Smouha SC x Arab Contractors SC,3,"Sun, Oct 23, 2011",5:00 PM,Smouha SC,Arab Contractors SC,tbc,0,3,0,0,0,0,1:1 ,1:1,1,1,Draw
